,country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source,formatted_date
0,Austria,AT,2020-W01,national,AT,Austria,,,8978929,,,,2020-01-06
1,Austria,AT,2020-W02,national,AT,Austria,,,8978929,,,,2020-01-13
2,Austria,AT,2020-W03,national,AT,Austria,,,8978929,,,,2020-01-20
3,Austria,AT,2020-W04,national,AT,Austria,,,8978929,,,,2020-01-27
4,Austria,AT,2020-W05,national,AT,Austria,,,8978929,,,,2020-02-03
5,Austria,AT,2020-W06,national,AT,Austria,,,8978929,,,,2020-02-10
6,Austria,AT,2020-W07,national,AT,Austria,,,8978929,,,,2020-02-17
7,Austria,AT,2020-W08,national,AT,Austria,,,8978929,,,,2020-02-24
8,Austria,AT,2020-W09,national,AT,Austria,12.0,,8978929,,,,2020-03-02
9,Austria,AT,2020-W10,national,AT,Austria,115.0,,8978929,,,,2020-03-09
10,Austria,AT,2020-W11,national,AT,Austria,874.0,,8978929,,,,2020-03-16
11,Austria,AT,2020-W12,national,AT,Austria,3046.0,,8978929,,,,2020-03-23
12,Austria,AT,2020-W13,national,AT,Austria,5098.0,,8978929,,,,2020-03-30
13,Austria,AT,2020-W14,national,AT,Austria,3114.0,,8978929,,,,2020-04-06
14,Austria,AT,2020-W15,national,AT,Austria,1838.0,,8978929,,,,2020-04-13
15,Austria,AT,2020-W16,national,AT,Austria,686.0,,8978929,,,,2020-04-20
16,Austria,AT,2020-W17,national,AT,Austria,450.0,,8978929,,,,2020-04-27
17,Austria,AT,2020-W18,national,AT,Austria,309.0,,8978929,,,,2020-05-04
18,Austria,AT,2020-W19,national,AT,Austria,260.0,,8978929,,,,2020-05-11
19,Austria,AT,2020-W20,national,AT,Austria,324.0,,8978929,,,,2020-05-18
20,Austria,AT,2020-W21,national,AT,Austria,264.0,,8978929,,,,2020-05-25
21,Austria,AT,2020-W22,national,AT,Austria,195.0,,8978929,,,,2020-06-01
22,Austria,AT,2020-W23,national,AT,Austria,228.0,,8978929,,,,2020-06-08
23,Austria,AT,2020-W24,national,AT,Austria,172.0,,8978929,,,,2020-06-15
24,Austria,AT,2020-W25,national,AT,Austria,248.0,,8978929,,,,2020-06-22
25,Austria,AT,2020-W26,national,AT,Austria,334.0,,8978929,,,,2020-06-29
26,Austria,AT,2020-W27,national,AT,Austria,640.0,,8978929,,,,2020-07-06
27,Austria,AT,2020-W28,national,AT,Austria,597.0,,8978929,,,,2020-07-13
28,Austria,AT,2020-W29,national,AT,Austria,784.0,,8978929,,,,2020-07-20
29,Austria,AT,2020-W30,national,AT,Austria,872.0,,8978929,,,,2020-07-27
30,Austria,AT,2020-W31,national,AT,Austria,792.0,,8978929,,,,2020-08-03
31,Austria,AT,2020-W32,national,AT,Austria,721.0,,8978929,,,,2020-08-10
32,Austria,AT,2020-W33,national,AT,Austria,1461.0,,8978929,,,,2020-08-17
33,Austria,AT,2020-W34,national,AT,Austria,1908.0,,8978929,,,,2020-08-24
34,Austria,AT,2020-W35,national,AT,Austria,1943.0,,8978929,,,,2020-08-31
35,Austria,AT,2020-W36,national,AT,Austria,2263.0,,8978929,,,,2020-09-07
36,Austria,AT,2020-W37,national,AT,Austria,3995.0,,8978929,,,,2020-09-14
37,Austria,AT,2020-W38,national,AT,Austria,5215.0,,8978929,,,,2020-09-21
38,Austria,AT,2020-W39,national,AT,Austria,4661.0,,8978929,,,,2020-09-28
39,Austria,AT,2020-W40,national,AT,Austria,5602.0,,8978929,,,,2020-10-05
40,Austria,AT,2020-W41,national,AT,Austria,7487.0,124663.0,8978929,1388.394986,6.005791614,TESSy COVID-19,2020-10-12
41,Austria,AT,2020-W42,national,AT,Austria,9898.0,129647.0,8978929,1443.902719,7.634576967,TESSy COVID-19,2020-10-19
42,Austria,AT,2020-W43,national,AT,Austria,18262.0,158997.0,8978929,1770.779121,11.4857513,TESSy COVID-19,2020-10-26
43,Austria,AT,2020-W44,national,AT,Austria,31613.0,167926.0,8978929,1870.223052,18.82555411,TESSy COVID-19,2020-11-02
44,Austria,AT,2020-W45,national,AT,Austria,44772.0,199567.0,8978929,2222.614746,22.43457085,TESSy COVID-19,2020-11-09
45,Austria,AT,2020-W46,national,AT,Austria,47837.0,215044.0,8978929,2394.98497,22.24521493,TESSy COVID-19,2020-11-16
46,Austria,AT,2020-W47,national,AT,Austria,40699.0,207745.0,8978929,2313.694651,19.59084454,TESSy COVID-19,2020-11-23
47,Austria,AT,2020-W48,national,AT,Austria,31142.0,196461.0,8978929,2188.022647,15.85149215,TESSy COVID-19,2020-11-30
48,Austria,AT,2020-W49,national,AT,Austria,23070.0,163770.0,8978929,1823.936908,14.08682909,TESSy COVID-19,2020-12-07
49,Austria,AT,2020-W50,national,AT,Austria,18693.0,162984.0,8978929,1815.18308,11.46922397,TESSy COVID-19,2020-12-14
50,Austria,AT,2020-W51,national,AT,Austria,14841.0,185766.0,8978929,2068.910446,7.98908304,TESSy COVID-19,2020-12-21
51,Austria,AT,2020-W52,national,AT,Austria,13415.0,163961.0,8978929,1826.064111,8.181823726,TESSy COVID-19,2020-12-28
52,Austria,AT,2020-W53,national,AT,Austria,14916.0,127657.0,8978929,1421.73972,11.68443564,TESSy COVID-19,2021-01-04
53,Austria,AT,2021-W01,national,AT,Austria,14636.0,137035.0,8978929,1526.184248,10.68048309,TESSy COVID-19,2021-01-04
54,Austria,AT,2021-W02,national,AT,Austria,10948.0,911735.0,8978929,10154.16204,1.20078751,TESSy COVID-19,2021-01-11
55,Austria,AT,2021-W03,national,AT,Austria,10156.0,1144351.0,8978929,12744.84964,0.88748994,TESSy COVID-19,2021-01-18
56,Austria,AT,2021-W04,national,AT,Austria,9513.0,655713.0,8978929,7302.797472,1.450787158,TESSy COVID-19,2021-01-25
57,Austria,AT,2021-W05,national,AT,Austria,9115.0,960284.0,8978929,10694.86127,0.949198362,TESSy COVID-19,2021-02-01
58,Austria,AT,2021-W06,national,AT,Austria,9458.0,1477892.0,8978929,16459.5577,0.639965573,TESSy COVID-19,2021-02-08
59,Austria,AT,2021-W07,national,AT,Austria,11626.0,1500910.0,8978929,16715.91345,0.774596745,TESSy COVID-19,2021-02-15
60,Austria,AT,2021-W08,national,AT,Austria,14178.0,1582385.0,8978929,17623.31565,0.895989282,TESSy COVID-19,2021-02-22
61,Austria,AT,2021-W09,national,AT,Austria,16313.0,1651867.0,8978929,18397.14959,0.98754924,TESSy COVID-19,2021-03-01
62,Austria,AT,2021-W10,national,AT,Austria,18218.0,1829934.0,8978929,20380.31485,0.995555031,TESSy COVID-19,2021-03-08
63,Austria,AT,2021-W11,national,AT,Austria,21074.0,1991339.0,8978929,22177.91231,1.058282894,TESSy COVID-19,2021-03-15
64,Austria,AT,2021-W12,national,AT,Austria,22296.0,2081325.0,8978929,23180.10311,1.071240676,TESSy COVID-19,2021-03-22
65,Austria,AT,2021-W13,national,AT,Austria,20779.0,,8978929,,,,2021-03-29
66,Austria,AT,2021-W14,national,AT,Austria,17589.0,2067620.0,8978929,23027.46798,0.850688231,TESSy COVID-19,2021-04-05
67,Austria,AT,2021-W15,national,AT,Austria,16809.0,,8978929,,,,2021-04-12
68,Austria,AT,2021-W16,national,AT,Austria,15046.0,,8978929,,,,2021-04-19
69,Austria,AT,2021-W17,national,AT,Austria,12529.0,,8978929,,,,2021-04-26
70,Austria,AT,2021-W18,national,AT,Austria,9016.0,,8978929,,,,2021-05-03
71,Austria,AT,2021-W19,national,AT,Austria,5736.0,,8978929,,,,2021-05-10
72,Austria,AT,2021-W20,national,AT,Austria,4152.0,,8978929,,,,2021-05-17
73,Austria,AT,2021-W21,national,AT,Austria,3155.0,,8978929,,,,2021-05-24
74,Austria,AT,2021-W22,national,AT,Austria,2423.0,4859495.0,8978929,54121.09841,0.049861148,TESSy COVID-19,2021-05-31
75,Austria,AT,2021-W23,national,AT,Austria,1686.0,5649558.0,8978929,62920.17678,0.029843043,TESSy COVID-19,2021-06-07
76,Austria,AT,2021-W24,national,AT,Austria,1002.0,,8978929,,,,2021-06-14
77,Austria,AT,2021-W25,national,AT,Austria,681.0,,8978929,,,,2021-06-21
78,Austria,AT,2021-W26,national,AT,Austria,632.0,,8978929,,,,2021-06-28
79,Austria,AT,2021-W27,national,AT,Austria,1088.0,,8978929,,,,2021-07-05
80,Austria,AT,2021-W28,national,AT,Austria,2197.0,,8978929,,,,2021-07-12
81,Austria,AT,2021-W29,national,AT,Austria,2529.0,2807249.0,8978929,31264.85353,0.090088197,TESSy COVID-19,2021-07-19
82,Austria,AT,2021-W30,national,AT,Austria,3261.0,,8978929,,,,2021-07-26
83,Austria,AT,2021-W31,national,AT,Austria,3662.0,,8978929,,,,2021-08-02
84,Austria,AT,2021-W32,national,AT,Austria,5903.0,2584647.0,8978929,28785.69371,0.228387087,TESSy COVID-19,2021-08-09
85,Austria,AT,2021-W33,national,AT,Austria,8066.0,465080.0,8978929,5179.682343,1.734325277,TESSy COVID-19,2021-08-16
86,Austria,AT,2021-W34,national,AT,Austria,9437.0,2703030.0,8978929,30104.14716,0.349126721,TESSy COVID-19,2021-08-23
87,Austria,AT,2021-W35,national,AT,Austria,11273.0,2840922.0,8978929,31639.87598,0.396807797,TESSy COVID-19,2021-08-30
88,Austria,AT,2021-W36,national,AT,Austria,14084.0,3308862.0,8978929,36851.41067,0.425644829,TESSy COVID-19,2021-09-06
89,Austria,AT,2021-W37,national,AT,Austria,13761.0,2975110.0,8978929,33134.35266,0.46253752,TESSy COVID-19,2021-09-13
90,Austria,AT,2021-W38,national,AT,Austria,11753.0,3163381.0,8978929,35231.16176,0.371532863,TESSy COVID-19,2021-09-20
91,Austria,AT,2021-W39,national,AT,Austria,12600.0,3015264.0,8978929,33581.55522,0.417873858,TESSy COVID-19,2021-09-27
92,Austria,AT,2021-W40,national,AT,Austria,12771.0,3662031.0,8978929,40784.71942,0.348740904,TESSy COVID-19,2021-10-04
93,Austria,AT,2021-W41,national,AT,Austria,15338.0,3594537.0,8978929,40033.02621,0.426703077,TESSy COVID-19,2021-10-11
94,Austria,AT,2021-W42,national,AT,Austria,23830.0,3690879.0,8978929,41106.00496,0.645645658,TESSy COVID-19,2021-10-18
95,Austria,AT,2021-W43,national,AT,Austria,34557.0,3074257.0,8978929,34238.57121,1.124076484,TESSy COVID-19,2021-10-25
96,Austria,AT,2021-W44,national,AT,Austria,56412.0,4763048.0,8978929,53046.95025,1.184367657,TESSy COVID-19,2021-11-01
97,Austria,AT,2021-W45,national,AT,Austria,78621.0,4309646.0,8978929,47997.32797,1.824302971,TESSy COVID-19,2021-11-08
98,Austria,AT,2021-W46,national,AT,Austria,97085.0,5909773.0,8978929,65818.23957,1.642787295,TESSy COVID-19,2021-11-15
99,Austria,AT,2021-W47,national,AT,Austria,82539.0,7827648.0,8978929,87177.96967,1.054454671,TESSy COVID-19,2021-11-22
100,Austria,AT,2021-W48,national,AT,Austria,50813.0,6021454.0,8978929,67062.05161,0.84386595,TESSy COVID-19,2021-11-29
101,Austria,AT,2021-W49,national,AT,Austria,29146.0,5066057.0,8978929,56421.61777,0.575319228,TESSy COVID-19,2021-12-06
102,Austria,AT,2021-W50,national,AT,Austria,18844.0,5990972.0,8978929,66722.56791,0.314539944,TESSy COVID-19,2021-12-13
103,Austria,AT,2021-W51,national,AT,Austria,14605.0,4770559.0,8978929,53130.60166,0.306148609,TESSy COVID-19,2021-12-20
104,Austria,AT,2021-W52,national,AT,Austria,23029.0,4844026.0,8978929,53948.81728,0.47541033,TESSy COVID-19,2021-12-27
105,Austria,AT,2022-W01,national,AT,Austria,62194.0,4168221.0,8978929,46422.25147,1.492099387,TESSy COVID-19,2022-01-03
106,Austria,AT,2022-W02,national,AT,Austria,110554.0,7970300.0,8978929,88766.71149,1.387074514,TESSy COVID-19,2022-01-10
107,Austria,AT,2022-W03,national,AT,Austria,175981.0,7790563.0,8978929,86764.94713,2.258899646,TESSy COVID-19,2022-01-17
108,Austria,AT,2022-W04,national,AT,Austria,227274.0,7923740.0,8978929,88248.16412,2.868266753,TESSy COVID-19,2022-01-24
109,Austria,AT,2022-W05,national,AT,Austria,231847.0,7927760.0,8978929,88292.93561,2.924495696,TESSy COVID-19,2022-01-31
110,Austria,AT,2022-W06,national,AT,Austria,216386.0,6113208.0,8978929,68083.93295,3.539647269,TESSy COVID-19,2022-02-07
111,Austria,AT,2022-W07,national,AT,Austria,195511.0,6216441.0,8978929,69233.65805,3.145063228,TESSy COVID-19,2022-02-14
112,Austria,AT,2022-W08,national,AT,Austria,185349.0,5714168.0,8978929,63639.75035,3.24367432,TESSy COVID-19,2022-02-21
113,Austria,AT,2022-W09,national,AT,Austria,217009.0,5794561.0,8978929,64535.10213,3.745046432,TESSy COVID-19,2022-02-28
114,Austria,AT,2022-W10,national,AT,Austria,299203.0,5859407.0,8978929,65257.30407,5.106369979,TESSy COVID-19,2022-03-07
115,Austria,AT,2022-W11,national,AT,Austria,315893.0,6155757.0,8978929,68557.80907,5.131667803,TESSy COVID-19,2022-03-14
116,Austria,AT,2022-W12,national,AT,Austria,248042.0,4714316.0,8978929,52504.21292,5.261463169,TESSy COVID-19,2022-03-21
117,Austria,AT,2022-W13,national,AT,Austria,151680.0,4598686.0,8978929,51216.42013,3.29833348,TESSy COVID-19,2022-03-28
118,Austria,AT,2022-W14,national,AT,Austria,96526.0,3450406.0,8978929,38427.81249,2.797525856,TESSy COVID-19,2022-04-04
119,Austria,AT,2022-W15,national,AT,Austria,63286.0,1472830.0,8978929,16403.18127,4.296897809,TESSy COVID-19,2022-04-11
120,Austria,AT,2022-W16,national,AT,Austria,48996.0,1492969.0,8978929,16627.47305,3.28178281,TESSy COVID-19,2022-04-18
121,Austria,AT,2022-W17,national,AT,Austria,40350.0,1403772.0,8978929,15634.0695,2.874398407,TESSy COVID-19,2022-04-25
122,Austria,AT,2022-W18,national,AT,Austria,36971.0,1469716.0,8978929,16368.50007,2.515520005,TESSy COVID-19,2022-05-02
123,Austria,AT,2022-W19,national,AT,Austria,29760.0,1621328.0,8978929,18057.03108,1.835532354,TESSy COVID-19,2022-05-09
124,Austria,AT,2022-W20,national,AT,Austria,20282.0,1289409.0,8978929,14360.38753,1.572968701,TESSy COVID-19,2022-05-16
125,Austria,AT,2022-W21,national,AT,Austria,15294.0,1245967.0,8978929,13876.5659,1.227480343,TESSy COVID-19,2022-05-23
126,Austria,AT,2022-W22,national,AT,Austria,19505.0,1091054.0,8978929,12151.27105,1.787720864,TESSy COVID-19,2022-05-30
127,Austria,AT,2022-W23,national,AT,Austria,25414.0,798495.0,8978929,8892.987126,3.182737525,TESSy COVID-19,2022-06-06
128,Austria,AT,2022-W24,national,AT,Austria,40803.0,761356.0,8978929,8479.363185,5.359253753,TESSy COVID-19,2022-06-13
129,Austria,AT,2022-W25,national,AT,Austria,60223.0,876743.0,8978929,9764.449635,6.868945632,TESSy COVID-19,2022-06-20
130,Austria,AT,2022-W26,national,AT,Austria,71280.0,911142.0,8978929,10147.55769,7.82314941,TESSy COVID-19,2022-06-27
131,Austria,AT,2022-W27,national,AT,Austria,73764.0,869033.0,8978929,9678.581933,8.488055114,TESSy COVID-19,2022-07-04
132,Austria,AT,2022-W28,national,AT,Austria,83410.0,1019276.0,8978929,11351.86613,8.18325949,TESSy COVID-19,2022-07-11
133,Austria,AT,2022-W29,national,AT,Austria,79547.0,850510.0,8978929,9472.287842,9.352858873,TESSy COVID-19,2022-07-18
134,Austria,AT,2022-W30,national,AT,Austria,54660.0,665041.0,8978929,7406.68514,8.219042134,TESSy COVID-19,2022-07-25
135,Austria,AT,2022-W31,national,AT,Austria,42903.0,628744.0,8978929,7002.43871,6.823603883,TESSy COVID-19,2022-08-01
136,Austria,AT,2022-W32,national,AT,Austria,38602.0,645056.0,8978929,7184.108483,5.984286636,TESSy COVID-19,2022-08-08
137,Austria,AT,2022-W33,national,AT,Austria,37657.0,,8978929,,,,2022-08-15
138,Austria,AT,2022-W34,national,AT,Austria,33704.0,,8978929,,,,2022-08-22
139,Austria,AT,2022-W35,national,AT,Austria,29627.0,,8978929,,,,2022-08-29
140,Austria,AT,2022-W36,national,AT,Austria,28960.0,631561.0,8978929,7033.812162,4.585463637,TESSy COVID-19,2022-09-05
141,Austria,AT,2022-W37,national,AT,Austria,36219.0,,8978929,,,,2022-09-12
142,Austria,AT,2022-W38,national,AT,Austria,52258.0,,8978929,,,,2022-09-19
143,Austria,AT,2022-W39,national,AT,Austria,83434.0,,8978929,,,,2022-09-26
144,Austria,AT,2022-W40,national,AT,Austria,97846.0,,8978929,,,,2022-10-03
145,Austria,AT,2022-W41,national,AT,Austria,86396.0,889186.0,8978929,9903.029637,9.716302326,TESSy COVID-19,2022-10-10
146,Austria,AT,2022-W42,national,AT,Austria,58624.0,,8978929,,,,2022-10-17
147,Austria,AT,2022-W43,national,AT,Austria,37085.0,,8978929,,,,2022-10-24
148,Austria,AT,2022-W44,national,AT,Austria,29397.0,593107.0,8978929,6605.542821,4.956441249,TESSy COVID-19,2022-10-31
149,Austria,AT,2022-W45,national,AT,Austria,24784.0,1231667.0,8978929,13717.30415,2.012232202,TESSy COVID-19,2022-11-07
150,Austria,AT,2022-W46,national,AT,Austria,27037.0,681890.0,8978929,7594.335583,3.965009019,TESSy COVID-19,2022-11-14
151,Austria,AT,2022-W47,national,AT,Austria,30238.0,,8978929,,,,2022-11-21
152,Austria,AT,2022-W48,national,AT,Austria,33270.0,500225.0,8978929,5571.098736,6.651007047,TESSy COVID-19,2022-11-28
153,Austria,AT,2022-W49,national,AT,Austria,33259.0,190331.0,8978929,2119.751699,17.47429478,TESSy COVID-19,2022-12-05
154,Austria,AT,2022-W50,national,AT,Austria,34731.0,724315.0,8978929,8066.830688,4.795013219,TESSy COVID-19,2022-12-12
155,Austria,AT,2022-W51,national,AT,Austria,32948.0,,8978929,,,,2022-12-19
156,Austria,AT,2022-W52,national,AT,Austria,24803.0,,8978929,,,,2022-12-26
157,Austria,AT,2023-W01,national,AT,Austria,18797.0,368514.0,8978929,4104.208865,5.100756009,TESSy COVID-19,2023-01-02
158,Austria,AT,2023-W02,national,AT,Austria,14951.0,430635.0,8978929,4796.06198,3.47184971,TESSy COVID-19,2023-01-09
159,Austria,AT,2023-W03,national,AT,Austria,13848.0,374988.0,8978929,4176.311005,3.692918173,TESSy COVID-19,2023-01-16
160,Austria,AT,2023-W04,national,AT,Austria,19929.0,,8978929,,,,2023-01-23
161,Austria,AT,2023-W05,national,AT,Austria,26727.0,,8978929,,,,2023-01-30
162,Austria,AT,2023-W06,national,AT,Austria,28852.0,,8978929,,,,2023-02-06
163,Austria,AT,2023-W07,national,AT,Austria,34154.0,372438.0,8978929,4147.911182,9.170385406,TESSy COVID-19,2023-02-13
164,Austria,AT,2023-W08,national,AT,Austria,38959.0,376169.0,8978929,4189.464022,10.35678113,TESSy COVID-19,2023-02-20
165,Austria,AT,2023-W09,national,AT,Austria,37930.0,329787.0,8978929,3672.899073,11.501363,TESSy COVID-19,2023-02-27
166,Austria,AT,2023-W10,national,AT,Austria,33262.0,,8978929,,,,2023-03-06
167,Austria,AT,2023-W11,national,AT,Austria,27081.0,,8978929,,,,2023-03-13
168,Austria,AT,2023-W12,national,AT,Austria,21254.0,,8978929,,,,2023-03-20
169,Austria,AT,2023-W13,national,AT,Austria,13065.0,,8978929,,,,2023-03-27
170,Austria,AT,2023-W14,national,AT,Austria,8980.0,,8978929,,,,2023-04-03
171,Austria,AT,2023-W15,national,AT,Austria,7160.0,,8978929,,,,2023-04-10
172,Austria,AT,2023-W16,national,AT,Austria,6587.0,,8978929,,,,2023-04-17
173,Austria,AT,2023-W17,national,AT,Austria,5176.0,67693.0,8978929,753.9095142,7.646285436,TESSy COVID-19,2023-04-24
174,Austria,AT,2023-W18,national,AT,Austria,3629.0,69706.0,8978929,776.328669,5.206151551,TESSy COVID-19,2023-05-01
175,Austria,AT,2023-W19,national,AT,Austria,2827.0,49832.0,8978929,554.9882397,5.673061487,TESSy COVID-19,2023-05-08
176,Austria,AT,2023-W20,national,AT,Austria,2213.0,36573.0,8978929,407.320294,6.050911875,TESSy COVID-19,2023-05-15
177,Belgium,BE,2020-W01,national,BE,Belgium,,,11617623,,,,2020-01-06
178,Belgium,BE,2020-W02,national,BE,Belgium,,,11617623,,,,2020-01-13
179,Belgium,BE,2020-W03,national,BE,Belgium,,,11617623,,,,2020-01-20
180,Belgium,BE,2020-W04,national,BE,Belgium,,,11617623,,,,2020-01-27
181,Belgium,BE,2020-W05,national,BE,Belgium,2.0,,11617623,,,,2020-02-03
182,Belgium,BE,2020-W06,national,BE,Belgium,1.0,,11617623,,,,2020-02-10
183,Belgium,BE,2020-W07,national,BE,Belgium,0.0,,11617623,,,,2020-02-17
184,Belgium,BE,2020-W08,national,BE,Belgium,0.0,,11617623,,,,2020-02-24
185,Belgium,BE,2020-W09,national,BE,Belgium,0.0,,11617623,,,,2020-03-02
186,Belgium,BE,2020-W10,national,BE,Belgium,0.0,,11617623,,,,2020-03-09
187,Belgium,BE,2020-W11,national,BE,Belgium,3678.0,,11617623,,,,2020-03-16
188,Belgium,BE,2020-W12,national,BE,Belgium,3673.0,,11617623,,,,2020-03-23
189,Belgium,BE,2020-W13,national,BE,Belgium,8130.0,,11617623,,,,2020-03-30
190,Belgium,BE,2020-W14,national,BE,Belgium,9694.0,,11617623,,,,2020-04-06
191,Belgium,BE,2020-W15,national,BE,Belgium,11175.0,,11617623,,,,2020-04-13
192,Belgium,BE,2020-W16,national,BE,Belgium,7963.0,,11617623,,,,2020-04-20
193,Belgium,BE,2020-W17,national,BE,Belgium,5703.0,,11617623,,,,2020-04-27
194,Belgium,BE,2020-W18,national,BE,Belgium,3095.0,,11617623,,,,2020-05-04
195,Belgium,BE,2020-W19,national,BE,Belgium,3051.0,,11617623,,,,2020-05-11
196,Belgium,BE,2020-W20,national,BE,Belgium,2071.0,,11617623,,,,2020-05-18
197,Belgium,BE,2020-W21,national,BE,Belgium,1510.0,,11617623,,,,2020-05-25
198,Belgium,BE,2020-W22,national,BE,Belgium,1144.0,87209.0,11617623,750.6613014,1.311791214,TESSy COVID-19,2020-06-01
199,Belgium,BE,2020-W23,national,BE,Belgium,847.0,75991.0,11617623,654.1011014,1.114605677,TESSy COVID-19,2020-06-08
200,Belgium,BE,2020-W24,national,BE,Belgium,671.0,86874.0,11617623,747.7777511,0.772382991,TESSy COVID-19,2020-06-15
201,Belgium,BE,2020-W25,national,BE,Belgium,668.0,88901.0,11617623,765.2253822,0.751397622,TESSy COVID-19,2020-06-22
202,Belgium,BE,2020-W26,national,BE,Belgium,607.0,93868.0,11617623,807.9793948,0.646652746,TESSy COVID-19,2020-06-29
203,Belgium,BE,2020-W27,national,BE,Belgium,637.0,85012.0,11617623,731.7503761,0.74930598,TESSy COVID-19,2020-07-06
204,Belgium,BE,2020-W28,national,BE,Belgium,704.0,77973.0,11617623,671.1613899,0.902876637,TESSy COVID-19,2020-07-13
205,Belgium,BE,2020-W29,national,BE,Belgium,1385.0,86865.0,11617623,747.7002826,1.594428136,TESSy COVID-19,2020-07-20
206,Belgium,BE,2020-W30,national,BE,Belgium,2489.0,99622.0,11617623,857.5075986,2.498444119,TESSy COVID-19,2020-07-27
207,Belgium,BE,2020-W31,national,BE,Belgium,3759.0,145338.0,11617623,1251.013224,2.586384841,TESSy COVID-19,2020-08-03
208,Belgium,BE,2020-W32,national,BE,Belgium,4340.0,141302.0,11617623,1216.272899,3.071435648,TESSy COVID-19,2020-08-10
209,Belgium,BE,2020-W33,national,BE,Belgium,3751.0,127215.0,11617623,1095.017458,2.948551665,TESSy COVID-19,2020-08-17
210,Belgium,BE,2020-W34,national,BE,Belgium,3453.0,137022.0,11617623,1179.432316,2.520033279,TESSy COVID-19,2020-08-24
211,Belgium,BE,2020-W35,national,BE,Belgium,3121.0,145319.0,11617623,1250.849679,2.147688878,TESSy COVID-19,2020-08-31
212,Belgium,BE,2020-W36,national,BE,Belgium,3655.0,159252.0,11617623,1370.779548,2.295104614,TESSy COVID-19,2020-09-07
213,Belgium,BE,2020-W37,national,BE,Belgium,6158.0,213854.0,11617623,1840.77242,2.879534636,TESSy COVID-19,2020-09-14
214,Belgium,BE,2020-W38,national,BE,Belgium,10108.0,251200.0,11617623,2162.232326,4.02388535,TESSy COVID-19,2020-09-21
215,Belgium,BE,2020-W39,national,BE,Belgium,11274.0,256649.0,11617623,2209.135208,4.392769892,TESSy COVID-19,2020-09-28
216,Belgium,BE,2020-W40,national,BE,Belgium,18895.0,259284.0,11617623,2231.816267,7.287376005,TESSy COVID-19,2020-10-05
217,Belgium,BE,2020-W41,national,BE,Belgium,38852.0,309616.0,11617623,2665.054633,12.54844711,TESSy COVID-19,2020-10-12
218,Belgium,BE,2020-W42,national,BE,Belgium,72232.0,418567.0,11617623,3602.862651,17.25697439,TESSy COVID-19,2020-10-19
219,Belgium,BE,2020-W43,national,BE,Belgium,105383.0,467257.0,11617623,4021.967316,22.5535412,TESSy COVID-19,2020-10-26
220,Belgium,BE,2020-W44,national,BE,Belgium,99584.0,416375.0,11617623,3583.994764,23.91690183,TESSy COVID-19,2020-11-02
221,Belgium,BE,2020-W45,national,BE,Belgium,54006.0,259546.0,11617623,2234.071462,20.80787221,TESSy COVID-19,2020-11-09
222,Belgium,BE,2020-W46,national,BE,Belgium,33967.0,199500.0,11617623,1717.218746,17.02606516,TESSy COVID-19,2020-11-16
223,Belgium,BE,2020-W47,national,BE,Belgium,22312.0,200292.0,11617623,1724.035975,11.13973599,TESSy COVID-19,2020-11-23
224,Belgium,BE,2020-W48,national,BE,Belgium,16261.0,205086.0,11617623,1765.300871,7.928868865,TESSy COVID-19,2020-11-30
225,Belgium,BE,2020-W49,national,BE,Belgium,15289.0,209927.0,11617623,1806.970324,7.283007903,TESSy COVID-19,2020-12-07
226,Belgium,BE,2020-W50,national,BE,Belgium,16840.0,234165.0,11617623,2015.601642,7.19151026,TESSy COVID-19,2020-12-14
227,Belgium,BE,2020-W51,national,BE,Belgium,17714.0,270716.0,11617623,2330.218497,6.543388643,TESSy COVID-19,2020-12-21
228,Belgium,BE,2020-W52,national,BE,Belgium,12607.0,206608.0,11617623,1778.401658,6.101893441,TESSy COVID-19,2020-12-28
229,Belgium,BE,2020-W53,national,BE,Belgium,8976.0,180686.0,11617623,1555.27512,4.96773408,TESSy COVID-19,2021-01-04
230,Belgium,BE,2021-W01,national,BE,Belgium,13692.0,308891.0,11617623,2658.814114,4.432631576,TESSy COVID-19,2021-01-04
231,Belgium,BE,2021-W02,national,BE,Belgium,13093.0,307162.0,11617623,2643.931551,4.262571542,TESSy COVID-19,2021-01-11
232,Belgium,BE,2021-W03,national,BE,Belgium,14641.0,312018.0,11617623,2685.730119,4.692357492,TESSy COVID-19,2021-01-18
233,Belgium,BE,2021-W04,national,BE,Belgium,16375.0,354286.0,11617623,3049.556695,4.621972079,TESSy COVID-19,2021-01-25
234,Belgium,BE,2021-W05,national,BE,Belgium,14892.0,348328.0,11617623,2998.272538,4.27528077,TESSy COVID-19,2021-02-01
235,Belgium,BE,2021-W06,national,BE,Belgium,12527.0,299526.0,11617623,2578.20382,4.182274661,TESSy COVID-19,2021-02-08
236,Belgium,BE,2021-W07,national,BE,Belgium,15361.0,266185.0,11617623,2291.217403,5.770798505,TESSy COVID-19,2021-02-15
237,Belgium,BE,2021-W08,national,BE,Belgium,16648.0,288336.0,11617623,2481.884633,5.773819433,TESSy COVID-19,2021-02-22
238,Belgium,BE,2021-W09,national,BE,Belgium,16429.0,309353.0,11617623,2662.790831,5.310761493,TESSy COVID-19,2021-03-01
239,Belgium,BE,2021-W10,national,BE,Belgium,21255.0,340088.0,11617623,2927.345809,6.249852979,TESSy COVID-19,2021-03-08
